category,alcohol_100g,brands,brands_tags,carbohydrates_100g,categories,categories_tags,code,countries,countries_tags,energy-kcal_100g,energy-kj_100g,fat_100g,fiber_100g,ingredients_text,no_nutrition_data,nova_group,nutriscore_grade,nutriscore_score,origins,origins_tags,product_name,proteins_100g,quantity,salt_100g,saturated-fat_100g,serving_size,sodium_100g,sugars_100g,fruits-vegetables-nuts_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-a_100g,vitamin-d_100g,iron_100g,calcium_100g,pantothenic-acid_100g,vitamin-pp_100g,potassium_100g,fruits-vegetables-nuts-dried_100g,caffeine_100g,vitamin-b12_100g,vitamin-c_100g
snacks,,Crownfield,['crownfield'],72.8,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits, Barres de céréales à la pomme","['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:fruits-cereal-bars', 'en:apple-cereal-bars']",4056489627166,en:fr,['en:france'],368.0,1555.0,4.9,5.4,"Farines (8% blé, 5% blé dur, 3% riz, 0,3% malt de blé, 0,3% malt d'orge), sirop de glucose, 12% flocons d'avoine complète, 12% flocons de seigle complet, 12% pommes vertes séchées (11,6% pomme verte, sel, acidifiant : acide citrique ; antioxydant : acide ascorbique), 8% maïs, huile de tournesol, humectant : glycérol ; émulsifiant : lécithines ; sel, arôme naturel, acidifiant : acide citrique ; extrait de malt d'orge. Traces éventuelles d'arachides, d'amandes, de noisettes, de noix, de noix de cajou, de noix de pécan, de noix du Brésil, de pistaches, de noix de macadamia, de lait, de soja, de graines de sésame, de moutarde et de lupin.",,4.0,b,2,,,Barre de céréales pomme verte,5.9,"124,8g",0.25,0.8,1 barre,0.1,23.7,,,,,,,,,,,,,,
snacks,,Hacendado,['hacendado'],31.0,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, en:flavoured-potato-crisps","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:flavoured-potato-crisps']",8480000155900,en:es,['en:spain'],538.0,,33.0,5.1,"E Patatas (58,2%) [Origen UE], aceite de girasol con alto contenido en ácido oleico (33%), preparado a base de tomate, especias y pimientos (8,8%), [azúcar, cebolla en polvo, sal, dextrosa, potenciador del sabor (glutamato de monosodio), proteína vegetal hidrolizada (contiene soja), tomate en polvo, ajo en polvo, acidulantes (ácido cítrico, ácido málico), especias (pimentón ahumado), aroma (contiene proteínas de la leche, lactosa), plantas aromáticas (perejil), pimiento verde en polvo, edulcorante (aspartamo*), colorante (extracto de pimentón)]. *Contiene una fuente de fenilalanina. Puede contener trazas de cereales que contienen gluten y mostaza. P Batatas (58,2%) [Origem UE], óleo de girassol com alto teor em ácido oleico (33%), preparado à base de tomate, especiarias e pimento (8,8%), [açúcar, cebola em pó, sal, dextrose, intensificador de sabor (glutamato monossódico), proteína vegetal hidrolisada (contém soja), tomate em pó, alho em pó, acidificantes (ácido cítrico, ácido málico), especiarias (pimentão fumado), aroma (contém proteínas de leite, lactose), plantas aromáticas (salsa), pimento verde em pó, edulcorante (aspartame*), corante (extrato de pimentão)]. *Contém uma fonte de fenilalanina. Pode conter vestígios de cereais que contêm glúten e mostarda. PESO 150ge NETO/LÍQUIDO:",,4.0,c,9,,,Campestre,6.8,150g,1.5,3.0,,0.6,3.4,,,,,,,,,,,,,,
snacks,,Granola,['granola'],60.0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:chocolate-biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits']",7622201751722,France,['en:france'],482.0,2015.0,25.0,2.4,"Farine de blé 24 %, sucre, graisses végétales (palme et karité en proportions variables), œufs 8,5 %, sirop de glucose, pâte de cacao, beurre de cacao, beurre pâtissier, stabilisant (glycérol), sucre, lactosérum en poudre (de lait), fibres de soja en poudre, amidon modifié, amidon, dextrose, sel, poudres à lever (diphosphates, carbonates de sodium, carbonates d'ammonium), émulsifiant (lécithines de soja), lait écrémé en poudre, colorant (carotènes), arôme.",,4.0,e,24,,[],Granola,4.6,5 x 28 g,0.74,14.0,26 g,0.296,33.0,,,,,,,,,,,,,,
snacks,,"Nestlé,Nerds","['nestle', 'nerds']",93.3,"Snacks, Sweet snacks, Confectioneries, Candies","['en:snacks', 'en:sweet-snacks', 'en:confectioneries', 'en:candies']",0079200558338,"France,Switzerland,United Kingdom,United States","['en:france', 'en:switzerland', 'en:united-kingdom', 'en:united-states']",400.0,,0.0,0.0,"DEXTROSE, SUGAR, MALIC ACID, 2% OR LESS OF CORN SYRUP, NATURAL FLAVORS, CARNAUBA WAX, COLOR ADDED, CARMINE COLOR, BLUE 1 LAKE, BLUE 1, BLUE 2 LAKE, RED 40 LAKE, YELLOW 5 LAKE, YELLOW 5, YELLOW 6, GUM ACACIA.",,4.0,d,14,,[],Nerds Candy - Rainbow,0.0,141.7 g,0.0,0.0,15g,0.0,93.3,,,,,0.0,0.0,0.0,,,0.0,,,,
snacks,,"sondey,Lidl","['sondey', 'lidl']",52.2,"Snacks, Snacks sucrés, Confiseries, Biscuits et gâteaux, Biscuits, Pâtisseries, Gaufres, Gaufre chocolatée, Gaufres liégeoises","['en:snacks', 'en:sweet-snacks', 'en:confectioneries', 'en:biscuits-and-cakes', 'en:biscuits', 'en:pastries', 'en:waffles', 'en:chocolate-coated-waffles', 'fr:gaufres-liegeoises']",20061173,"France,en:france",['en:france'],471.0,1968.0,26.0,2.4,"Farine de blé, 27,3% sucre, graisse de palme, œufs, levure, sirop de sucre inverti, farine de soja, stabilisant: sorbitols; 1,9% cacao maigre en poudre, sel, huile de colza, émulsifiants: lécithines (soja), mono - et diglycérides d'acides gras; stabilisant: tristéarate de sorbitane; correcteur d'acidité: acide citrique; colorant: caroténoïdes; arôme.",,4.0,e,21,,[],Gaufres de liège choco,5.9,300 g,0.79,14.6,60g,0.316,26.8,,,,,,,,,,,,,,
snacks,,"Benenuts,Pepsico","['benenuts', 'pepsico']",7.2,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Fruits à coque grillés, Cacahuètes, Fruits à coque salés, Cacahuètes grillées, Cacahuètes salées","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:legumes-and-their-products', 'en:snacks', 'en:legumes', 'en:salty-snacks', 'en:nuts-and-their-products', 'en:nuts', 'en:roasted-nuts', 'en:peanuts', 'en:salted-nuts', 'en:roasted-peanuts', 'en:salted-peanuts']",3168930003953,France,['en:france'],615.0,2545.0,51.0,8.0,"CACAHUÈTES,base aromatisante [sel, farine de riz, amidon, extrait et poudre de levure, arôme naturel, sucre caramélisé, dextrose, extrait de paprika, extrait de curcuma, poudre d'oignon, poudre de paprika] ,stabilisant (gomme d'acacia)",,4.0,c,7,,[],Bénénuts Cacahuètes grillées à sec maxi format,27.0,320 g,1.4,8.7,30 g,0.56,4.9,,,,,,,,,,,,,,
snacks,,Gerblé,['gerble'],74.0,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks sucrés,Céréales et dérivés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Galettes de céréales soufflées,Biscuits au chocolat au lait,Galettes de maïs au chocolat au lait","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:cereals-and-their-products', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:puffed-cereal-cakes', 'en:milk-chocolate-biscuits', 'en:puffed-corn-cakes-with-milk-chocolate']",3175681213807,France,['en:france'],455.0,,14.0,2.1,"Maïs 53%, chocolat au lait 46% (sucre, beurre de cacao, pâte de cacao, _lait_ écrémé en poudre, _beurre_ anhydre, émulsifiant : lécithines de _soja_, sucre caramélisé, arôme naturel de vanille) huile de tournesol oléique, émulsifiant : lécithines de _soja_",,4.0,d,15,,[],Galette maïs chocolat au lait,7.2,124 g,0.05,8.4,"15,5 g",0.02,21.0,,,,,,,,,,,,,,
snacks,,Carrefour,['carrefour'],65.0,"Snacks, Petit-déjeuners, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat","['en:snacks', 'en:breakfasts', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits']",3245411443559,France,['en:france'],466.0,1955.0,18.0,6.0,"Céréales 53,8% (farine de _blé_ 35%, flocons d'_avoine_ 10%, son de _blé_ 3,9%, farine de _seigle_ 3,9%, farine d'_orge_), sucre, pépites de chocolat 13% [sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines (_soja_), arôme naturel de vanille], graisse et huile végétales (palme, tournesol), cacao en poudre 3%, poudre de _lait_ écrémé, poudres à lever : carbonates de sodium - diphosphates - carbonates d'ammonium, émulsifiants : lécithines (colza) (dont _blé_) - esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras, sel, arôme.
Peut contenir des traces d'oeufs et de fruits à coque.",,4.0,d,17,,[],Biscuits P'tit dèj Aux pépites de chocolat,8.0,400 g,0.73,8.5,4 biscuits 50g,0.292,28.0,,,,,,,,,,,,,,
snacks,,Kaoka,['kaoka'],27.0,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats noirs","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolates', 'en:dark-chocolates']",3477730001305,"France,Pays-Bas","['en:france', 'en:netherlands']",577.0,,44.0,14.2,"Pâte de cacao Équateur*, sucre de canne blond*, extrait de vanille=*bio",,3.0,d,16,"non UE,Équateur (cacao),Équateur","['en:ecuador', 'en:non-european-union', 'fr:equateur-cacao']",Chocolat noir 80% - Équateur,11.2,100 g,0.01,27.0,10g,0.004,21.0,,,,,,,,,,,,,,
snacks,,"Suchard,Suchard rocher","['suchard', 'suchard-rocher']",50.5,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Rochers au chocolat, Rochers au chocolat noir","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bonbons', 'fr:rochers-au-chocolat', 'fr:rochers-au-chocolat-noir']",3664346306652,France,['en:france'],570.0,2375.0,37.5,5.0,"Sucre, pâte de cacao, praliné 22 % (noisettes, sucre), graisses végétales (palme, karité), éclats de noisettes 3,5 %, beurre de cacao, beurre concentré, poudre de lait écrémé, émulsifiants (lécithines de soja, E476), lactosérum en poudre (de lait), arômes. Peut contenir autres fruits à coque et blé.",null,4.0,e,23,,[],Rocher Suchard noir,5.2,245 g,0.28,16.5,35g,0.112,47.5,,,,,,,,,,,,,,
snacks,,"Leicht & Cross,leicht und cross","['leicht-cross', 'leicht-und-cross']",67.0,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:extruded-crispbreads']",4001518104064,"Germany,Switzerland","['en:germany', 'en:switzerland']",360.0,1522.0,3.6,10.0,"_Roggenvollkornmehl_, _Weizenvollkornmehl_, Reismehl, Zucker, _Weizenmalzmehl_, Sonnenblumenöl, Salz.",,3.0,a,-1,,[],Leicht & Cross,10.0,125 g,1.2,0.4,30g,0.48,3.9,,,,,,,,,,,,,,
snacks,,Haribo,['haribo'],77.0,"Imbiss, Süßer Snack, Süßwaren, Bonbons, Gummibonbons","['en:snacks', 'en:sweet-snacks', 'en:confectioneries', 'en:candies', 'en:gummi-candies']",4001686372586,"Australia,France,Germany,Spain,Switzerland","['en:australia', 'en:france', 'en:germany', 'en:spain', 'en:switzerland']",343.0,1459.0,0.5,,"glucose syrup, sugar, gelatin, dextrase acidifier: citric acid, fruit and vegetable concentrates: sarlor, apple, spirulia, radish, lemon, sweet potato, carrot, blackcurrant, hibiscus, flavouring, colouring: anthocyanins, upper lubricant: white and yellow blenen wax, carnauba wax, invert sugar syrup",,4.0,d,14,,[],Mega-roulette,6.9,45 g,0.07,0.1,45 g,0.028,46.0,,,,,,,,,,,,,,
snacks,,Vivani,['vivani'],20.4,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",4044889000054,"Belgium,France,Netherlands,Germany","['en:belgium', 'en:france', 'en:germany', 'en:netherlands']",621.0,,53.3,,"pâte de cacao, beurre de cacao, sucre de canne brun. Cacao: 85% min.",,3.0,e,20,,[],Chocolat noir biologique,8.2,100 g,0.01,33.6,,0.004,14.0,,,,,,,,,,,,,,
snacks,,Walkers,['walkers'],53.0,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:potato-crisps-in-sunflower-oil']",5000328347790,United Kingdom,['en:united-kingdom'],521.0,2172.0,31.0,3.7,"potatoes, sunflower oil 26%, rapeseed oil, cheshire salt",,3.0,c,10,United Kingdom,['en:united-kingdom'],Ready Salted Crisps,6.1,32,1.3,2.5,32.5g,0.52,0.4,,,,,,,,,,,,,,
snacks,,Elephant,['elephant'],72.0,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Salzige Snacks, Vorspeisen, Brote, Crackers, Spezielle Brote, Brezeln","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:breads', 'en:crackers', 'en:special-breads', 'en:pretzel']",5949040201044,"Hrvatska,Francuska,Njemačka","['en:croatia', 'en:france', 'en:germany']",416.0,1753.0,9.2,,"Weizenmehl, Pflanzenöl (Raps/Sonnenblume), Zucker, Gerstenmalzextrakt, Meersalz 2.8%, Emulgator: Lecithine (aus Soja), Backtriebmittel: Natriumhydrogencarbonat; Antioxidationsmittel: Extrakt aus Rosmarin",,4.0,d,16,Rumänien,['en:romania'],Elephant Pretzels With Salt,9.0,80g,2.8,0.8,,1.12,6.6,,,,,,,,,,,,,,
snacks,,Gusto,['gusto'],76.0,"Gustări, Pufuleți","['en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:crackers', 'en:puffed-salty-snacks']",6420211000349,France,['en:france'],425.0,,10.0,2.3,"Malai grişat ulei de palmier 175%/63: Salted com suck surprise toy. Ingredients: maize grits, calmoll, sat 075%. Snacks de mais auge et un jouer surprise. Ingredients: semoule de mais, huile de palme, sel 0,75% Spielzeugüberraschungen: Marsgrieß, Palmol, Salz 0,15% ack of mais con sale cum giocattolo a sorpresa. Ingredienti semola di mais, olio di palma, sale de maiz con juguete sorpresa. Ingredientes: sémola de maiz, acele de Maisfips mit Saz ES: Snacks και σε καλουπόν σνακ με ένα παιχνίδι έκπληξη. Συστατικά: συνδαλιού αραβοσίτου Bezési só 0,75 C2 Solené kukurične krupky s překvapením. Složení: kukuřičná krup 750 Extrudált kukoricapehely játékkalsós. Összetevők: kukorica list 0.75% SK: Selené kukuričné chrumky s prekvapením hračky. Zloženie: kuk na, olej palmowy, sol 0.75% HR Flips Slaní s igračkom iznenadjenja. Sastojc e son75%/PL: Chrupki kukurydziane solone z zabawką niespodzianka. Skladnik mca, biljno ulje pa spl 0,75% orne urme de pe care contin guten, lapte şi derivate (inclusiv lactoza), telina ce in coaja jemnoasa foxid de sulf şi sulfiti GB: May contain traces d ng lactose), celery soy peanuts, nuts, sulphur dioxic and aces de céréales contenant du gluten, de lait et dérivés (y a arachides de fruits coque, danhydride sulfureux et aldioxid und Salabiten enthalten IT Pub contenere tracce von glutengem Getreide, Milch, Selleria, Sofa, Erdass glutice latte e denval (incluso lattosio sedano, sola, arachi frutta a guselo ES: Puede contenerrazas de cereales que conje luten leche aploisoje mani, frutes de cáscara, dióxido de azul s/GR YOU YOUR YAOUTEVIS VOACKTOS Kenblic ating mol Pho",,,c,10,,[],Gusto - Super Surprise Puffy Snacks / Pufuleti Cu Surprize,6.5,60 g,0.75,4.5,,0.3,1.0,,,,,,,,,,,,,,
snacks,,"Milka,Mondelez","['milka', 'mondelez']",56.0,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Kekse und Kuchen, Kekse, Schokoladen, Schokoladenkekse, Milchschokoladen, Gefüllte Schokolade, Kekse mit Milchschokolade, Gefüllte Milchschokolade","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolates', 'en:chocolate-biscuits', 'en:milk-chocolates', 'en:filled-chocolates', 'en:milk-chocolate-biscuits', 'en:filled-milk-chocolates']",7622200009084,"Austria,France,Germany,Italy","['en:austria', 'en:france', 'en:germany', 'en:italy']",562.0,2344.0,35.0,2.1,"Zucker, Palmöl, WEIZENMEHL, Kakaomasse, Kakaobutter, MAGERMILCHPULVER, Süssmolkenpulver (aus MILCH), BUTTERREINFETT, Kakaopulver (1%), Emulgator (SOJALECITHINE), Glukosesirup, HASELNUSSMASSE, Speisesalz, Backtriebmittel (E500, E503), Aromen (enthalten MILCH), 7% Magermilchpulver in der Milchcrèmefüllung,",,4.0,e,25,,[],Milka Schoko & Keks,4.9,300 g,0.28,20.0,"33,3 g",0.112,47.0,,,,,,,,,,,,,,
snacks,,Milka,['milka'],63.0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Cookies fourrés","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits', 'en:chocolate-biscuits', 'en:filled-biscuits', 'en:filled-drop-cookies']",7622210689610,France,['en:france'],510.0,,27.0,1.6,"Sucre, farine de blé beurre pâtissier, huile de tournesol, huile de colza, pâte de cacao, lait entier en poudre, beurre de cacao, amidon de blé, amidon modifié lactose (dont lait), poudre à lever (carbonate acide d'ammonium, carbonate acide de sodium, diphosphate disodique), lactosérum en poudre (de lait), cacao maigre en poudre, émulsifiant (lécithine de soja), sel, arômes, lait écrémé en poudre, colorant (bèta-carotène), fibre de soja,",,4.0,e,24,,[],Choco inside sensations,4.2,100g,0.88,9.0,26g,0.352,39.0,,,,,,,,,,,,,,
snacks,,Suchard,['suchard'],24.0,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",7622210780355,España,['en:spain'],607.0,2512.0,50.0,13.0,"Pasta de cacao, manteca de cacao, cacao magro en polvo, azúcar de caña, extracto de vainilla",,3.0,d,15,"República Dominicana,Perú","['en:dominican-republic', 'en:peru']",Bio chocolate negro 85%,10.0,90 g,0.13,30.0,18g,0.052,14.0,,,,,,,,,,,,,,
snacks,,"Ferrero,Kinder","['ferrero', 'kinder']",54.9,"Snack, Snack dolci, Cacao e i suoi derivati, Dolci, Barrette, Confetti al cioccolato, Barrette di cereali, Barrette di cioccolato, Barrette di cereali con cioccolato, en:Chocolate covered bars with milk and cereals","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:bars', 'en:chocolate-candies', 'en:cereal-bars', 'en:bars-covered-with-chocolate', 'en:chocolate-cereal-bars', 'en:chocolate-covered-bars-with-milk-and-cereals']",8000500243169,"France,Italy","['en:france', 'en:italy']",561.0,2342.0,33.8,0.0,"Cioccolato finissimo al LATTE 33,5% (zucchero, burro di cacao, LATTE intero in polvere, pasta di cacao, emulsionanti: lecitine (SOIA), vanillina), zucchero, LATTE scremato in polvere, olio di palma, BURRO anidro, ORZO, riso, FRUMENTO, FRUMENTO (farro), grano saraceno, emulsionanti: lecitine (SOIA), vanillina,",,4.0,e,27,,[],Kinder Cereali,8.6,235 g,0.275,21.9,23.5 g,0.11,49.1,,,,,,,,,,,,,,
snacks,,Ferrero,['ferrero'],57.8,"Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Chocolates, Chocolates with sweeteners, Coffees, Dark chocolates, Arabica coffees, Dark chocolates with sweeteners, ro:praline","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bonbons', 'en:chocolates', 'en:chocolates-with-sweeteners', 'en:coffees', 'en:dark-chocolates', 'en:arabica-coffees', 'en:dark-chocolates-with-sweeteners', 'ro:praline']",80135944,"Italie,Suisse,Hongrie","['en:hungary', 'en:italy', 'en:switzerland']",437.0,1830.0,20.5,,"acidi grassi saturi uccher 5 pezzi - 62,5 ge Confezione da vendersi intera al consumo. 7 M @ (a) Q @ CPAP 81 PP 5 DE CARTA PLASTICA 20,5 57.8 56.6 3,5 0,046 CIPAP 82 8013 5944 C/CARTA",,,e,25,,[],,3.5,62.5 g,0.046,13.3,,0.0184,56.6,,,,,,,,,,,,,,
snacks,,Nature Valley,['nature-valley'],64.3,"Botanas, Snacks dulces, Barritas, Barritas de cereales","['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars']",8410076601506,"Portugal,España","['en:portugal', 'en:spain']",467.0,1960.0,18.1,6.4,"Copos de _avena_ integral (60%), azúcar, aceite refinado de girasol, miel (3%), sal, mezcla de caña, emulgente (lectina de girasol), gasificante (carbonato ácido de sodio).",,4.0,c,10,,[],Crunchy Avena y Miel,8.7,210 g (5 x 42 g),0.85,2.2,42 g,0.34,26.8,,,,,,,,,,,,,,
snacks,,Hacendado,['hacendado'],55.0,"Plant-based foods and beverages, Plant-based foods, Snacks, Fruits and vegetables based foods, Salty snacks, Appetizers, Chips and fries, Fruits based foods, Crisps, Dried products, Dried plant-based foods, Dried fruits, Dried mixed fruits, Mix of grains and dried fruit","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:snacks', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:fruits-based-foods', 'en:crisps', 'en:dried-products', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:dried-mixed-fruits', 'en:mix-of-grains-and-dried-fruit']",8480000342171,España,['en:spain'],490.0,2047.0,24.9,4.7,"wheat, potato starch, sunflower oil, salt, flavour (milk), sugar, maltodextrin, flavour enhancers (e621, e631 and e627), fructose, spice powder (pepper and curry), corrector of acidity (e262ii), vegetable oil (canola, coconut), aroma of smoke, acidifier (e330), coloring (e160c and e160b), gasificante (e500i) and antioxidant (e306)",,4.0,d,14,,[],Cocktail rodeo,9.0,250 g,2.6,2.7,,1.04,3.3,,,,,,,,,,,,,,
snacks,0.0,Lay's,['lay-s'],72.0,"Plantebaserede fødevarer og drikkevarer, Plantebaserede fødevarer, Snacks, Korn og kartofler, Salte snacks, Forretter, en:Chips and fries, en:Crisps, en:Potato crisps, Crackers, en:Flavoured potato crisps","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps', 'en:crackers', 'en:flavoured-potato-crisps']",8710398160881,"Belgium,France,Netherlands","['en:belgium', 'en:france', 'en:netherlands']",440.0,1836.0,13.0,6.4,"Flocons de pommes de terre (63%), amidon (15%), huile de tournesol (7%), base aromatisante goût paprika [poudre de paprika 0,9%], chapelure (de blé), dextrose, poudre de babeurre (lait), poudre d'oignon, arôme (contient de la caféine), poudre de petit-lait, protéines végétales hydrolysées (de soja), fructose, ail en poudre, colorant (extrait de paprika), correcteurs d'acidité (acide citrique, acide malique), arômes de fumée), sucre, émulsifiant (lécithine de tournesol), sel, extrait de curcuma,",,4.0,b,2,,[],Lays Oven Baked roasted paprika,5.9,150 g,0.82,1.5,30g,0.328,7.4,,,,,,,,,,,,,,
snacks,,Hacendado,['hacendado'],60.0,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Maíz, Palomitas de maíz, en:Plain popcorn","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:cereals-and-potatoes', 'en:seeds', 'en:cereals-and-their-products', 'en:cereal-grains', 'en:corn', 'en:popcorn', 'en:plain-popcorn']",8480000348043,Spain,['en:spain'],341.0,1440.0,4.5,11.0,Maiz crudo.,,1.0,a,-6,Argentina,['en:argentina'],Maíz milho Palomitas,9.6,250g,0.0,0.7,,0.0,1.0,,,,,,,,,,,,,,
snacks,,FerreroKinder,['ferrerokinder'],58.8,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:cakes', 'en:chocolate-cakes']",8000500318287,"France,Poland","['en:france', 'en:poland']",455.0,1901.0,22.6,,"Sucre, graisses végétales (palme, karité, sal), sirop de glucose-fructose, humectant : glycerol, LAIT en poudre réhydraté 7%, farine de FROMENT 6,5%, LAIT écrémé en poudre 5%, dextrose, cacao maigre 3%, cacao 3%, OEUF 2,5%, LACTOSERUM en poudre, jus de poire concentré, amidon de FROMENT, LAIT en poudre 0,5%, émulsifiants (lécithines [SOJA], mono et diglycérides d'acides gras), poudres à lever (carbonate d'ammonium, carbonate acide de sodium), jus de citron concentré, arômes, beurre de cacao, sel, pâte de cacao, BEURRE concentré,",,4.0,e,25,,[],Gâteau Kinder Délice cacao et fourré lait - 20x39 g,5.5,780 g,0.262,13.1,39g,0.1048,41.0,,,,,,,,,,,,,,
snacks,,Ker Cadélac,['ker-cadelac'],51.0,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Gâteaux, Madeleines","['en:snacks', 'en:sweet-snacks', 'en:frozen-foods', 'en:biscuits-and-cakes', 'en:cakes', 'en:madeleines']",3259426039294,Francia,['en:france'],459.0,,26.0,,"Farine de blé 25% , Sucre, Huile de colza, œufs entiers frais 17% (origine: UE)  glycérol, sorbitols, Jus de citron 3% - mono - et diglycérides d'acides gras (origine végétale), Sel, Arôme naturel de citron avec autres arômes naturels, poudres à lever: diphosphates, carbonates de sodium, acidifiant: acide citrique",,4.0,d,16,,[],Madeleines saveur citron,4.8,,1.0,2.8,,0.4,27.0,,,,,,,,,,,,,,
snacks,,Galbusera,['galbusera'],75.0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits","['en:snacks', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits']",8002190001449,en:Italy,['en:italy'],434.0,,10.8,3.5,"common wheat flour type 2 63%, sugar, cereal flour 10% (corn 5%, barley 5 %, on the finished product), high oleic sunflower oil 10%, honey, extract of barley malt and corn, leavening agents (ammonium acid carbonate, disodium diphosphate, sodium acid carbonate), dietary fiber, integral sea salt 0,5%, emulsifier: sunflower lecithin, aromas, allergy warning: our recipe does not contain milk and eggs,  it cannot be excluded that there are any traces of such allergens, however to a size less than 5mg/kg,",,4.0,c,10,,,Magretti,7.5,350g,0.85,1.2,,0.34,21.5,,,,,,,,,,,,,,
